Лет опыта,Возраст,Увольнений в трудовой,Высших образований,Среднеспециальных образований,В браке,Должность,Повышенный оклад
21,45,1,0,1,Да,Не нанят,Нет
12,39,0,1,0,Да,Мастер,Премия
15,35,0,0,1,Нет,Оператор,Нет
23,44,0,0,1,Да,Техник,Премия
10,32,0,1,0,Нет,Мастер,Нет
30,54,1,1,0,Да,Не нанят,Нет
8,35,0,0,1,Да,Техник,Нет
24,44,0,0,1,Нет,Техник,Нет
0,26,0,1,0,Нет,Техник,Нет
31,51,0,1,0,Да,Мастер,Двойная премия
9,35,0,0,0,Да,Не нанят,Нет
9,33,0,1,0,Нет,Техник,Нет
17,41,0,0,1,Нет,Оператор,Нет
8,35,1,0,1,Нет,Не нанят,Нет
31,59,0,0,1,Да,Оператор,Премия
12,35,0,0,1,Да,Оператор,Премия
34,58,1,0,1,Да,Не нанят,Нет
24,53,0,1,0,Да,Начальник производства,Двойная премия
6,34,0,2,0,Да,Мастер,Нет
10,32,1,1,0,Да,Не нанят,Нет
4,29,0,0,0,Да,Не нанят,Нет
33,60,0,0,1,Да,Техник,Премия
7,33,0,0,0,Да,Не нанят,Нет
33,53,0,0,0,Да,Оператор,Нет
17,37,0,0,1,Да,Техник,Премия
17,46,0,1,0,Нет,Мастер,Нет
28,49,0,1,0,Нет,Мастер,Нет
2,27,0,1,0,Да,Техник,Нет
25,53,0,0,1,Да,Оператор,Нет
9,33,0,1,0,Да,Техник,Нет
17,46,0,1,0,Да,Мастер,Премия
2,26,1,0,1,Да,Не нанят,Нет
39,61,1,0,1,Да,Не нанят,Нет
22,47,1,0,1,Да,Не нанят,Нет
12,34,0,0,1,Нет,Техник,Нет
38,65,1,0,0,Да,Не нанят,Нет
10,36,1,0,1,Нет,Не нанят,Нет
20,48,0,1,0,Нет,Мастер,Нет
24,44,1,1,0,Нет,Не нанят,Нет
10,34,1,0,1,Нет,Не нанят,Нет
23,43,1,0,1,Да,Не нанят,Нет
38,59,0,0,1,Да,Техник,Нет
20,45,0,0,1,Да,Техник,Нет
12,38,0,1,0,Да,Технолог,Нет
31,57,0,0,1,Да,Оператор,Нет
15,40,0,0,1,Нет,Техник,Нет
18,46,0,1,0,Да,Мастер,Нет
16,40,0,0,1,Да,Техник,Премия
25,46,0,0,0,Да,Техник,Нет
23,47,0,1,0,Да,Мастер,Двойная премия
10,36,1,0,1,Да,Не нанят,Нет
5,25,0,0,1,Нет,Оператор,Нет
20,46,0,0,1,Да,Техник,Нет
30,51,1,1,0,Да,Не нанят,Нет
15,35,0,1,0,Нет,Мастер,Нет
7,33,1,0,1,Нет,Не нанят,Нет
2,26,0,0,0,Да,Не нанят,Нет
33,59,1,1,0,Да,Не нанят,Нет
9,33,0,1,0,Да,Мастер,Нет
8,34,0,0,1,Да,Оператор,Премия
23,49,1,0,1,Да,Не нанят,Нет
17,43,1,0,1,Нет,Не нанят,Нет
8,37,0,0,1,Нет,Оператор,Нет
39,65,1,0,1,Да,Не нанят,Нет
8,30,0,0,0,Да,Не нанят,Нет
25,47,0,0,0,Нет,Не нанят,Нет
26,52,0,0,1,Да,Техник,Нет
8,36,0,0,1,Да,Техник,Нет
29,50,0,0,1,Нет,Оператор,Нет
5,33,1,2,0,Нет,Техник,Нет
30,53,0,0,0,Да,Техник,Нет
13,40,1,0,1,Нет,Не нанят,Нет
24,49,0,0,1,Да,Техник,Нет
35,58,0,0,1,Да,Техник,Премия
2,24,0,0,1,Нет,Техник,Нет
5,28,0,1,0,Нет,Техник,Нет
34,56,0,2,0,Да,Начальник производства,Двойная премия
35,61,0,0,0,Да,Оператор,Нет
20,42,0,1,0,Нет,Мастер,Нет
9,37,0,1,0,Нет,Техник,Нет
20,45,0,0,1,Нет,Техник,Нет
34,60,0,0,0,Да,Техник,Нет
14,40,0,0,1,Нет,Оператор,Нет
18,43,1,0,0,Да,Не нанят,Нет
20,48,0,0,1,Нет,Оператор,Нет
20,40,2,0,1,Да,Не нанят,Нет
24,44,1,1,0,Да,Не нанят,Нет
6,27,0,1,0,Нет,Техник,Нет
7,36,0,0,1,Нет,Техник,Нет
20,45,1,1,0,Да,Не нанят,Нет
29,55,1,0,1,Да,Не нанят,Нет
6,29,2,0,1,Нет,Не нанят,Нет
15,35,0,0,1,Да,Техник,Нет
26,49,1,1,0,Нет,Не нанят,Нет
10,39,0,0,0,Нет,Оператор,Нет
0,21,0,1,0,Нет,Техник,Нет
29,52,1,2,0,Да,Техник,Нет
39,62,1,1,0,Да,Не нанят,Нет
17,44,0,0,1,Да,Техник,Премия
24,47,1,0,1,Нет,Не нанят,Нет
12,35,1,0,1,Да,Не нанят,Нет
1,25,0,0,0,Да,Не нанят,Нет
10,34,0,0,1,Да,Техник,Нет
39,61,0,0,1,Да,Техник,Премия
32,56,0,0,1,Да,Техник,Премия
25,51,0,0,1,Да,Техник,Премия
1,27,0,0,1,Да,Техник,Нет
7,36,0,0,1,Нет,Оператор,Нет
16,40,0,1,0,Да,Мастер,Нет
5,27,0,0,1,Нет,Техник,Нет
14,43,0,1,0,Нет,Мастер,Нет
8,30,1,1,0,Да,Не нанят,Нет
32,52,0,0,0,Да,Техник,Нет
3,24,0,1,0,Да,Техник,Нет
36,61,0,0,1,Да,Техник,Нет
30,51,0,0,1,Да,Техник,Нет
16,43,0,0,0,Нет,Не нанят,Нет
12,37,0,0,0,Нет,Не нанят,Нет
17,43,1,1,0,Да,Не нанят,Нет
14,35,0,0,1,Да,Оператор,Премия
20,43,1,1,0,Да,Не нанят,Нет
27,48,1,0,1,Да,Не нанят,Нет
5,29,1,0,1,Да,Не нанят,Нет
39,67,0,0,1,Да,Оператор,Нет
18,46,1,0,1,Да,Не нанят,Нет
32,52,0,0,1,Да,Техник,Нет
26,53,0,0,1,Да,Техник,Нет
34,61,0,1,0,Да,Начальник производства,Нет
8,28,0,1,0,Нет,Техник,Нет
22,44,1,1,0,Нет,Не нанят,Нет
31,60,0,0,0,Да,Техник,Нет
32,60,0,0,0,Да,Техник,Нет
4,26,0,0,1,Да,Техник,Нет
32,56,0,0,0,Да,Техник,Нет
27,51,0,0,1,Да,Оператор,Нет
15,43,0,0,1,Нет,Оператор,Нет
12,39,1,0,1,Нет,Не нанят,Нет
24,45,0,0,1,Да,Техник,Нет
3,26,1,1,0,Нет,Не нанят,Нет
26,50,0,0,1,Нет,Оператор,Нет
18,45,0,0,1,Нет,Техник,Нет
30,55,1,0,1,Да,Не нанят,Нет
7,27,0,0,1,Нет,Оператор,Нет
12,41,1,0,0,Да,Не нанят,Нет
7,29,0,0,1,Нет,Техник,Нет
5,31,2,0,1,Да,Не нанят,Нет
35,58,0,0,0,Да,Оператор,Нет
3,26,0,1,0,Да,Техник,Нет
31,57,0,2,0,Да,Начальник производства,Двойная премия
33,62,1,0,1,Да,Не нанят,Нет
13,41,1,0,1,Да,Не нанят,Нет
1,23,1,1,0,Нет,Не нанят,Нет
14,38,0,0,1,Нет,Оператор,Нет
8,35,1,0,0,Нет,Не нанят,Нет
14,41,0,0,1,Нет,Оператор,Нет
29,50,0,1,0,Нет,Мастер,Нет
5,32,0,0,0,Нет,Не нанят,Нет
20,43,0,0,0,Нет,Техник,Нет
27,47,0,1,0,Да,Мастер,Премия
10,37,1,1,0,Нет,Не нанят,Нет
32,56,1,2,0,Да,Техник,Нет
14,41,0,0,1,Да,Техник,Премия
0,22,0,1,0,Нет,Техник,Нет
22,48,1,0,1,Да,Не нанят,Нет
38,58,0,0,1,Да,Техник,Премия
14,34,0,0,0,Да,Оператор,Нет
19,42,0,1,0,Да,Мастер,Премия
12,37,0,1,0,Да,Мастер,Двойная премия
0,21,0,0,1,Нет,Техник,Нет
7,28,0,0,1,Да,Оператор,Премия
15,36,1,0,1,Да,Не нанят,Нет
14,37,2,1,0,Нет,Не нанят,Нет
2,23,0,0,0,Нет,Не нанят,Нет
31,51,1,1,0,Да,Не нанят,Нет
39,68,1,0,1,Да,Не нанят,Нет
10,35,0,2,0,Нет,Технолог,Нет
20,40,1,0,1,Нет,Не нанят,Нет
10,33,0,0,0,Да,Оператор,Нет
5,32,1,0,1,Да,Не нанят,Нет
3,25,0,0,1,Да,Техник,Нет
16,37,0,0,1,Да,Техник,Нет
21,48,0,1,0,Нет,Мастер,Нет
19,42,1,0,1,Да,Не нанят,Нет
9,31,0,0,0,Да,Оператор,Нет
8,29,2,1,0,Да,Не нанят,Нет
26,55,0,0,1,Да,Техник,Премия
28,53,0,1,0,Да,Мастер,Двойная премия
11,33,0,0,1,Да,Техник,Премия
33,59,0,1,0,Да,Начальник производства,Нет
19,47,1,0,0,Да,Не нанят,Нет
18,46,0,0,0,Нет,Оператор,Нет
0,23,0,1,0,Нет,Техник,Нет
34,61,0,0,1,Да,Техник,Премия
6,34,0,0,1,Да,Техник,Премия
15,40,0,0,0,Да,Оператор,Нет
34,59,0,0,1,Да,Техник,Премия
39,61,0,0,1,Да,Техник,Премия
32,57,0,1,0,Да,Мастер,Премия
29,50,0,0,1,Нет,Оператор,Нет
24,48,1,0,0,Нет,Не нанят,Нет
38,59,0,0,1,Да,Оператор,Нет
14,40,0,0,1,Нет,Оператор,Нет
39,65,0,0,0,Да,Техник,Нет
38,66,0,0,1,Да,Техник,Премия
7,36,1,1,0,Да,Не нанят,Нет
25,54,1,0,1,Да,Не нанят,Нет
10,36,1,0,1,Нет,Не нанят,Нет
17,39,1,0,1,Нет,Не нанят,Нет
23,50,0,0,1,Да,Техник,Премия
12,35,0,1,0,Нет,Мастер,Нет
13,34,2,0,1,Да,Не нанят,Нет
38,59,0,0,0,Да,Оператор,Нет
23,45,2,0,1,Нет,Не нанят,Нет
10,37,2,0,0,Нет,Не нанят,Нет
7,28,1,1,0,Нет,Не нанят,Нет
7,27,1,0,1,Нет,Не нанят,Нет
27,53,0,0,1,Да,Техник,Нет
13,38,0,0,1,Да,Техник,Премия
22,43,0,0,1,Нет,Техник,Нет
28,52,0,0,1,Да,Техник,Нет
37,62,1,0,1,Да,Не нанят,Нет
20,42,1,0,1,Нет,Не нанят,Нет
23,48,0,0,1,Да,Техник,Нет
0,26,0,1,0,Нет,Техник,Нет
38,60,0,0,1,Да,Техник,Премия
4,26,0,1,0,Нет,Техник,Нет
15,43,0,0,1,Нет,Оператор,Нет
1,25,0,0,1,Да,Техник,Нет
3,25,0,0,1,Да,Техник,Нет
7,27,0,0,1,Нет,Техник,Нет
22,51,1,0,1,Да,Не нанят,Нет
34,62,1,0,1,Да,Не нанят,Нет
36,60,0,0,1,Да,Оператор,Нет
7,33,0,0,1,Нет,Техник,Нет
2,23,0,1,0,Нет,Техник,Нет
8,32,0,1,0,Да,Техник,Нет
6,33,0,0,1,Нет,Оператор,Нет
37,62,0,0,1,Да,Техник,Нет
13,36,0,0,1,Да,Техник,Нет
15,40,0,1,0,Да,Технолог,Двойная премия
1,23,1,0,1,Да,Не нанят,Нет
7,28,1,0,0,Нет,Не нанят,Нет
2,29,1,1,0,Да,Не нанят,Нет
37,57,1,0,1,Да,Не нанят,Нет
3,26,0,1,0,Нет,Техник,Нет
26,55,0,0,0,Да,Техник,Нет
35,57,0,0,1,Да,Техник,Нет
13,40,0,1,0,Да,Мастер,Нет
33,56,1,1,0,Да,Не нанят,Нет
28,48,0,0,1,Нет,Техник,Нет
32,60,1,0,1,Да,Не нанят,Нет
16,38,0,0,1,Да,Техник,Премия
19,47,0,0,0,Нет,Техник,Нет
24,51,0,0,1,Да,Оператор,Премия
12,32,1,0,0,Нет,Не нанят,Нет
31,52,1,0,0,Да,Не нанят,Нет
23,52,0,0,1,Да,Техник,Нет
12,36,1,0,1,Нет,Не нанят,Нет
31,55,0,1,0,Да,Начальник производства,Двойная премия
14,36,0,0,0,Да,Оператор,Нет
24,51,0,0,1,Да,Техник,Нет
7,34,0,1,0,Нет,Техник,Нет
10,37,0,1,0,Нет,Мастер,Нет
30,54,0,0,1,Да,Техник,Нет
11,36,1,1,0,Да,Не нанят,Нет
29,55,0,0,0,Да,Оператор,Нет
11,35,0,0,1,Нет,Оператор,Нет
12,34,0,0,1,Нет,Техник,Нет
3,30,0,0,0,Да,Не нанят,Нет
2,28,1,1,0,Да,Не нанят,Нет
38,60,0,0,1,Да,Оператор,Премия
30,55,0,1,0,Да,Мастер,Двойная премия
35,63,0,0,0,Да,Оператор,Нет
18,39,1,0,1,Нет,Не нанят,Нет
37,64,0,0,0,Да,Оператор,Нет
32,61,0,0,0,Да,Оператор,Нет
38,58,0,1,0,Да,Начальник производства,Премия
25,47,0,0,1,Нет,Оператор,Нет
24,45,0,0,1,Да,Техник,Премия
39,63,0,0,1,Да,Техник,Нет
35,57,0,0,0,Да,Оператор,Нет
18,47,0,0,1,Нет,Оператор,Нет
20,45,0,0,0,Нет,Оператор,Нет
22,50,1,1,0,Нет,Не нанят,Нет
2,30,1,0,0,Нет,Не нанят,Нет
8,32,1,0,1,Да,Не нанят,Нет
35,63,1,1,0,Да,Не нанят,Нет
15,35,1,1,0,Да,Не нанят,Нет
10,37,0,1,0,Нет,Мастер,Нет
30,54,0,1,0,Да,Начальник производства,Премия
13,41,0,1,0,Нет,Мастер,Нет
2,26,0,0,1,Да,Техник,Нет
14,43,0,1,0,Нет,Мастер,Нет
10,34,0,0,1,Да,Техник,Нет
28,52,0,0,1,Да,Техник,Премия
29,50,0,1,0,Да,Начальник производства,Премия
39,67,0,0,1,Да,Техник,Премия
25,52,1,0,1,Да,Не нанят,Нет
29,51,0,0,1,Да,Техник,Премия
5,33,0,1,0,Нет,Техник,Нет
11,36,0,1,0,Да,Мастер,Двойная премия
26,52,0,0,0,Да,Оператор,Нет
32,60,0,0,1,Да,Оператор,Премия
24,51,0,0,0,Да,Оператор,Нет
24,47,0,0,0,Нет,Техник,Нет
10,30,0,0,0,Нет,Техник,Нет
24,49,0,1,0,Нет,Мастер,Нет
13,39,0,0,0,Да,Оператор,Нет
24,52,0,0,0,Да,Оператор,Нет
21,45,0,0,1,Нет,Оператор,Нет
7,36,0,0,1,Да,Оператор,Премия
39,67,0,1,0,Да,Мастер,Двойная премия
33,62,0,0,1,Да,Техник,Нет
8,36,0,0,1,Да,Техник,Премия
16,45,1,0,0,Нет,Не нанят,Нет
39,61,0,0,1,Да,Оператор,Премия
34,55,0,0,1,Да,Техник,Премия
7,36,0,1,0,Да,Техник,Премия
36,58,0,0,1,Да,Оператор,Нет
33,55,1,0,1,Да,Не нанят,Нет
22,50,0,0,1,Да,Техник,Премия
12,40,0,0,1,Да,Техник,Нет
27,51,1,1,0,Да,Не нанят,Нет
12,34,2,0,1,Да,Не нанят,Нет
19,43,0,0,1,Нет,Техник,Нет
31,56,1,0,1,Да,Не нанят,Нет
28,53,0,0,0,Да,Техник,Нет
1,27,0,0,1,Да,Техник,Нет
21,41,1,1,0,Нет,Не нанят,Нет
6,28,0,0,1,Нет,Оператор,Нет
21,44,0,1,0,Да,Мастер,Нет
33,60,1,0,1,Да,Не нанят,Нет
30,54,0,0,1,Да,Оператор,Премия
39,59,0,0,1,Да,Оператор,Премия
22,50,0,0,1,Да,Техник,Премия
1,24,0,0,1,Да,Техник,Нет
24,51,0,0,1,Да,Техник,Премия
19,39,0,0,1,Да,Техник,Премия
31,55,0,0,1,Да,Оператор,Премия
14,43,0,1,0,Нет,Мастер,Нет
36,59,0,0,0,Да,Оператор,Нет
20,47,0,1,0,Нет,Мастер,Нет
19,40,0,1,0,Да,Мастер,Нет
30,50,0,1,0,Да,Начальник производства,Нет
27,56,1,0,1,Да,Не нанят,Нет
33,55,1,0,1,Да,Не нанят,Нет
15,40,1,1,0,Да,Не нанят,Нет
32,54,0,1,0,Да,Мастер,Премия
0,24,0,0,1,Нет,Техник,Нет
15,43,0,0,1,Да,Оператор,Премия
19,46,1,0,0,Да,Не нанят,Нет
2,24,0,0,0,Да,Не нанят,Нет
13,40,0,0,0,Нет,Техник,Нет
1,28,0,0,1,Да,Техник,Нет
31,52,1,0,1,Да,Не нанят,Нет
14,36,0,0,1,Нет,Техник,Нет
16,45,1,1,0,Нет,Не нанят,Нет
3,29,0,0,1,Нет,Техник,Нет
27,50,1,0,1,Нет,Не нанят,Нет
13,35,0,0,1,Нет,Техник,Нет
32,52,1,0,1,Да,Не нанят,Нет
6,31,1,0,1,Да,Не нанят,Нет
23,47,1,0,1,Нет,Не нанят,Нет
0,21,1,1,0,Да,Не нанят,Нет
30,53,1,0,1,Да,Не нанят,Нет
18,46,0,1,0,Да,Технолог,Премия
10,32,1,0,0,Да,Не нанят,Нет
31,52,0,0,0,Да,Техник,Нет
31,54,0,1,0,Да,Мастер,Премия
37,57,0,0,1,Да,Техник,Премия
17,39,1,1,0,Нет,Не нанят,Нет
26,51,0,0,1,Да,Техник,Нет
34,55,1,0,0,Да,Не нанят,Нет
21,48,0,1,0,Да,Мастер,Двойная премия
31,55,0,0,1,Да,Оператор,Нет
23,52,0,0,1,Да,Техник,Нет
18,44,1,1,0,Нет,Не нанят,Нет
5,31,1,2,0,Нет,Техник,Нет
34,57,0,0,1,Да,Техник,Нет
16,39,0,0,1,Нет,Техник,Нет
19,48,0,1,0,Да,Мастер,Нет
7,32,0,0,1,Да,Техник,Нет
10,33,1,1,0,Да,Не нанят,Нет
15,36,0,1,0,Да,Мастер,Двойная премия
19,44,1,0,0,Нет,Не нанят,Нет
6,26,0,1,0,Да,Техник,Нет
32,53,1,0,1,Да,Не нанят,Нет
26,48,1,1,0,Да,Не нанят,Нет
30,54,0,0,1,Да,Техник,Премия
18,39,0,1,0,Да,Технолог,Нет
4,24,1,0,0,Нет,Не нанят,Нет
31,58,0,0,1,Да,Техник,Премия
11,37,0,0,1,Да,Оператор,Премия
18,41,0,1,0,Да,Технолог,Двойная премия
30,52,0,0,1,Да,Техник,Нет
2,24,0,1,0,Да,Техник,Нет
2,27,0,0,1,Нет,Оператор,Нет
26,47,0,0,1,Да,Оператор,Премия
1,22,0,0,0,Нет,Не нанят,Нет
26,48,0,0,1,Нет,Оператор,Нет
9,31,0,0,1,Нет,Оператор,Нет
11,34,1,0,1,Да,Не нанят,Нет
6,33,0,0,1,Да,Оператор,Премия
31,51,1,0,0,Да,Не нанят,Нет
12,36,0,0,1,Нет,Оператор,Нет
20,42,0,0,1,Нет,Оператор,Нет
31,54,0,0,1,Да,Оператор,Нет
27,54,0,0,1,Да,Техник,Премия
15,39,0,0,1,Да,Техник,Нет
2,25,0,1,0,Нет,Техник,Нет
20,47,1,0,1,Да,Не нанят,Нет
7,30,0,0,1,Да,Техник,Премия
3,30,0,0,0,Нет,Не нанят,Нет
2,23,1,0,1,Да,Не нанят,Нет
25,47,1,1,0,Нет,Не нанят,Нет
14,34,0,0,0,Нет,Техник,Нет
21,49,0,0,1,Нет,Оператор,Нет
0,29,0,0,0,Нет,Не нанят,Нет
15,43,0,2,0,Нет,Мастер,Нет
29,54,0,0,1,Да,Оператор,Премия
37,63,0,1,0,Да,Мастер,Премия
8,36,0,0,1,Нет,Техник,Нет
1,25,0,0,1,Да,Оператор,Нет
38,59,0,0,1,Да,Техник,Нет
19,44,1,0,0,Нет,Не нанят,Нет
1,30,0,1,0,Да,Мастер,Нет
14,38,0,0,1,Да,Техник,Премия
36,65,0,1,0,Да,Начальник производства,Премия
0,29,0,0,1,Да,Техник,Нет
8,37,1,2,0,Да,Техник,Нет
28,53,1,1,0,Да,Не нанят,Нет
